"Date","Price","Open","High","Low","Change %"
"01/10/2025","3.424","3.402","3.443","3.399","1.06%"
"01/09/2025","3.388","3.366","3.412","3.366","1.16%"
"01/08/2025","3.349","3.292","3.363","3.291","1.61%"
"01/07/2025","3.296","3.284","3.309","3.260","1.04%"
"01/06/2025","3.262","3.293","3.301","3.260","-0.79%"
"01/03/2025","3.288","3.219","3.294","3.202","2.14%"
"01/02/2025","3.219","3.201","3.219","3.159","0.75%"
"12/31/2024","3.195","3.188","3.201","3.188","0.00%"
"12/30/2024","3.195","3.205","3.215","3.177","-0.31%"
"12/27/2024","3.205","3.165","3.222","3.165","2.14%"
"12/24/2024","3.138","3.138","3.138","3.138","-0.13%"
"12/23/2024","3.142","3.125","3.145","3.103","1.88%"
"12/20/2024","3.084","3.112","3.141","3.080","-0.87%"
"12/19/2024","3.111","3.119","3.124","3.089","1.87%"
"12/18/2024","3.054","3.034","3.067","3.034","0.59%"
"12/17/2024","3.036","3.060","3.067","3.018","-0.26%"
"12/16/2024","3.044","3.056","3.065","3.022","0.33%"
"12/13/2024","3.034","2.977","3.038","2.970","1.98%"
"12/12/2024","2.975","2.924","2.975","2.879","2.87%"
"12/11/2024","2.892","2.885","2.904","2.844","0.66%"
"12/10/2024","2.873","2.867","2.895","2.843","0.00%"
"12/09/2024","2.873","2.868","2.881","2.847","-0.07%"
"12/06/2024","2.875","2.876","2.891","2.841","-0.66%"
"12/05/2024","2.894","2.909","2.911","2.863","-0.10%"
"12/04/2024","2.897","2.933","2.937","2.889","0.03%"
"12/03/2024","2.896","2.909","2.926","2.881","-0.69%"
"12/02/2024","2.916","2.932","2.934","2.861","0.80%"
"11/29/2024","2.893","2.933","2.963","2.890","-1.80%"
"11/28/2024","2.946","3.020","3.025","2.944","-2.29%"
"11/27/2024","3.015","3.024","3.053","3.011","-0.53%"
"11/26/2024","3.031","3.032","3.035","2.998","0.26%"
"11/25/2024","3.023","3.028","3.078","3.007","-0.79%"
"11/22/2024","3.047","3.110","3.130","3.019","-1.74%"
"11/21/2024","3.101","3.125","3.144","3.080","0.03%"
"11/20/2024","3.100","3.102","3.143","3.087","0.62%"
"11/19/2024","3.081","3.071","3.092","3.012","-0.68%"
"11/18/2024","3.102","3.071","3.142","3.071","0.62%"
"11/15/2024","3.083","3.098","3.111","3.059","0.06%"
"11/14/2024","3.081","3.168","3.172","3.079","-1.60%"
"11/13/2024","3.131","3.170","3.174","3.119","-0.13%"
"11/12/2024","3.135","3.085","3.135","3.059","1.88%"
"11/11/2024","3.077","3.075","3.119","3.059","-1.41%"
"11/08/2024","3.121","3.183","3.187","3.112","-2.62%"
"11/07/2024","3.205","3.176","3.266","3.167","0.91%"
"11/06/2024","3.176","3.134","3.193","3.092","0.54%"
"11/05/2024","3.159","3.149","3.185","3.139","0.67%"
"11/04/2024","3.138","3.146","3.181","3.125","-0.76%"
"11/01/2024","3.162","3.131","3.166","3.103","0.83%"
"10/31/2024","3.136","3.154","3.184","3.116","0.67%"
"10/30/2024","3.115","3.042","3.135","3.032","1.17%"
"10/29/2024","3.079","3.006","3.079","3.006","2.19%"
"10/28/2024","3.013","3.086","3.087","2.983","-0.92%"
"10/25/2024","3.041","2.979","3.042","2.974","1.81%"
"10/24/2024","2.987","3.017","3.022","2.967","-1.61%"
"10/23/2024","3.036","3.045","3.057","3.034","-0.56%"
"10/22/2024","3.053","3.044","3.074","3.017","1.33%"
"10/21/2024","3.013","2.908","3.018","2.906","3.93%"
"10/18/2024","2.899","2.948","2.963","2.892","-1.33%"
"10/17/2024","2.938","2.938","2.963","2.921","0.69%"
"10/16/2024","2.918","2.942","2.949","2.910","-1.45%"
"10/15/2024","2.961","2.987","2.998","2.956","-2.44%"
"10/14/2024","3.035","3.041","3.051","3.026","-0.23%"
"10/11/2024","3.042","3.017","3.080","3.011","0.63%"
"10/10/2024","3.023","3.040","3.050","3.022","-0.17%"
"10/09/2024","3.028","3.007","3.037","2.997","0.40%"
"10/08/2024","3.016","3.004","3.040","3.004","-0.17%"
"10/07/2024","3.021","2.997","3.029","2.995","1.10%"
"10/04/2024","2.988","2.949","3.007","2.948","1.81%"
"10/03/2024","2.935","2.893","2.948","2.885","2.48%"
"10/02/2024","2.864","2.841","2.894","2.834","1.52%"
"10/01/2024","2.821","2.915","2.919","2.782","-3.56%"
